,GPU Utilization (%),Power Draw (Watts),GPU Temp (°C),GPU Current Clock (MHz),Memory Allocation Used (MB),Memory Utilization (%),Current Time,Time Delta,Iteration,GPU Clock Utilization,Resonse Time,Eval Rate
0,-3.285913508318332,-4.405176570226246,-3.705394891741208,-4.498558469319566,-4.602408949208876,-3.278739654183005,-2.192782140861882,-2.193058896944304,-0.4347851744230149,-4.498558469319566,-0.34413593463152414,5.779209067673925
1,-3.285913508318332,-4.405176570226246,-3.705394891741208,-4.498558469319566,-4.602408949208876,-3.278739654183005,-2.180935633724654,-2.1798100863701473,-0.5645162314919212,-4.498558469319566,-0.48366309302946486,0.5326948364618465
2,-3.285913508318332,-4.405176570226246,-3.705394891741208,-4.498558469319566,-4.602408949208876,-3.278739654183005,-2.167451366515745,-2.167507619408431,-0.4145037692747761,-4.498558469319566,-0.34571774867348887,0.489722448287654
3,-3.1965660310711494,-2.1437910559790465,-3.0613145325964317,-2.12908874120468,-1.3801767976924246,-3.1484151730872756,-2.15278426825493,-2.1533124652218345,-0.5273919352866682,-2.12908874120468,-0.4546346821412362,0.5958104580753731
4,-3.1072185538239667,0.11759445826815172,-2.4172341734516554,0.24038098691020593,0.23093927806580156,-3.083252932539411,-2.143794757347559,-2.143849029097437,-0.5099662452311412,0.2403809869102054,-0.441963057384736,0.6872636602122892
5,-3.1072185538239667,0.11759445826815419,-2.4172341734516554,0.24038098691020593,0.23093927806580156,-3.083252932539411,-2.115690707154758,-2.115774168595057,-0.16039174994330924,0.2403809869102054,-0.09109124653614893,-0.38998057998158864
6,0.26723501583594883,0.4026803681764401,-0.20542654583191938,0.24038098691020593,0.23238607852859577,0.13771286559716697,-1.6961136399986023,-1.6962285004134314,7.645684235836531,0.2403809869102054,7.6908332067594145,-3.7145019186244714
7,0.4060259478508279,0.4646941864153311,0.527133182638751,0.24038098691020593,0.23246207208825737,0.30518357594954737,-1.185944433755088,-1.1861492933084024,1.314982109491797,0.2403809869102054,1.3540422468126418,-1.048799785466325
8,0.401584516926113,0.4354387657658464,0.527133182638751,0.24038098691020593,0.23246207208825737,0.36848403819604636,-1.0627823575634063,-1.0627460862462579,-0.07902135377097906,0.2403809869102054,0.007070980768364068,0.1261209973118606
9,0.4184931326041913,0.33515559811436874,0.527133182638751,0.24038098691020593,0.23246207208825737,0.4355080570452789,-0.9659614368886609,-0.9659808569131483,0.7640926099082753,0.2403809869102054,0.8570419037013799,-0.8297197638471939
10,0.4666805360633452,0.19234142677443322,0.527133182638751,0.24038098691020593,0.23246207208825737,0.4355080570452782,-0.8931486994420602,-0.894675460676957,-0.43723293021676785,0.2403809869102054,-0.4895940012813346,0.5277346195163332
11,0.4666805360633457,0.19234142677443405,0.527133182638751,0.24038098691020593,0.23246207208825737,0.4355080570452782,-0.8882912113368744,-0.8880510553898787,-0.5326954061731329,0.2403809869102054,-0.47491225915835755,0.8185869872137598
12,0.4666805360633452,0.19234142677443405,0.527133182638751,0.24038098691020593,0.23246207208825737,0.4355080570452782,-0.8768650662581592,-0.8764583461374917,-0.41336731122767656,0.2403809869102054,-0.4198593688838967,0.48237740172008287
13,0.3549961895043661,0.07961739707294008,0.4197864561146211,0.24038098691020593,0.23246207208825737,0.3594854430727684,-0.8594774574258123,-0.8593452991458727,-0.35768086691979695,0.2403809869102054,-0.3498412569682826,0.44642758440108377
14,0.2433118429453885,-0.000899766999556793,0.34311022288310056,0.24038098691020593,0.23246207208825737,0.3051835759495488,-0.8289415091677647,-0.8292263364406235,-0.22721548311276477,0.2403809869102054,-0.12309498214151085,-0.8453441191417013
15,0.2433118429453885,-0.000899766999556793,0.34311022288310056,0.24038098691020593,0.23246207208825737,0.3051835759495488,-0.7890990462950604,-0.7892370098576275,-0.24100450741757307,0.2403809869102054,-0.15640648022769768,-0.6139526791960239
16,0.2816036189084673,-0.13623896246773878,0.34311022288310056,0.24038098691020593,0.23376732410750486,0.19347687786749604,-0.7452160405527755,-0.7451531699114753,-0.07174802226954174,0.2403809869102054,-0.009460641205067986,-0.6377583325200913
17,0.28798558156898046,-0.15879549504576967,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.1748590948538188,-0.6971931184981426,-0.6971262315801576,-0.17812049547806275,0.2403809869102054,-0.12036986042585386,0.1796687648758041
18,0.28798558156898046,0.23689684129408836,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.12170042493319287,-0.6442894771698527,-0.6441683449524434,-0.023562201072519336,0.2403809869102054,0.06916135519419424,-0.7935624549998654
19,0.3001693284663234,0.22997829005684306,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.205959255115301,-0.5790176075316477,-0.5789623268814298,-0.02211579992166528,0.2403809869102054,0.15966286174934768,0.10303395762254619
20,0.3326593201925719,-0.06985239686194003,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.4355080570452782,-0.5412014434797434,-0.5396073372895601,-0.2781288036228261,0.2403809869102054,-0.4591260305699423,0.5149738590618383
21,0.3326593201925714,-0.06985239686194003,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.4355080570452782,-0.5288369236782547,-0.5288610798238552,-0.30994962894161443,0.2403809869102054,-0.40443167604175806,0.4246787332964857
22,0.3326593201925719,-0.06985239686193921,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.4355080570452782,-0.5060601755152927,-0.5062761191082608,-0.18266632766646107,0.2403809869102054,-0.2336353460314544,0.0032789052470907332
23,0.3326593201925709,0.12648653949474972,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.38037077658170004,-0.4677786097650391,-0.4676561044791404,-0.20102449611960818,0.2403809869102054,-0.10072719416896725,-0.3779653421976382
24,0.3326593201925704,0.44062883766545297,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.30518357594954953,-0.4145330361595591,-0.414660862182514,-0.003164236124578048,0.2403809869102054,0.11256305709189517,-0.7686143848395277
25,0.3661646241602652,0.36066696437966245,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.35530837637098295,-0.34396355629880887,-0.34395807498388997,0.1991835761589991,0.2403809869102054,0.26982165444142886,0.0787660826574364
26,0.40855085207120245,0.3572950781567695,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3703458164974142,-0.24028709915550311,-0.24045557949405535,0.6868473087553698,0.2403809869102054,0.7430495081092799,-0.4887277906914679
27,0.383390514900718,0.4301450130851812,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3703458164974135,-0.13155558044984125,-0.13140923793868087,0.3097474607412297,0.2403809869102054,0.37394488389958097,0.1661771624634241
28,0.3817452799147898,0.31642253905557993,0.48169541479785005,0.24038098691020593,0.23398486611071315,0.36310556754765033,-0.018064451469308577,-0.017964044905606595,0.6560677717855528,0.2403809869102054,0.7679159074547283,-0.6046207234788114
29,0.39692680382650997,0.43241002574687204,0.3140539660795773,0.24038098691020593,0.23398486611071315,0.3051835759495481,0.09636159638572436,0.0965447620158647,0.09758023917620126,0.2403809869102054,0.3902164184574341,-0.11548001277970439
30,0.2433118429453885,0.5353662744931816,0.15908726312745017,0.24038098691020593,0.23398486611071315,0.3051835759495488,0.15893955429244433,0.15860497996849288,-0.548605818832527,0.2403809869102054,-0.5047042023620073,-1.9145791468285114
31,0.2433118429453885,0.5353662744931816,0.15908726312745017,0.24038098691020593,0.23398486611071315,0.3051835759495481,0.16777135608859994,0.16743752035126383,-0.5273919352866682,0.2403809869102054,-0.4521791229232532,0.9335905583125652
32,0.2433118429453885,0.5353662744931816,0.15908726312745017,0.24038098691020593,0.23398486611071315,0.3051835759495488,0.17814872074030946,0.1784781958297278,-0.4054121048979795,0.2403809869102054,-0.45700754176792086,0.2919920429265731
33,0.2433118429453885,0.5353662744931816,0.15908726312745017,0.24038098691020593,0.23398486611071315,0.3051835759495481,0.1906394112221817,0.19078066279144448,-0.21448715298524942,0.2403809869102054,-0.4181015457603106,0.4361228014060336
34,0.24331184294538802,0.5353662744931816,0.15908726312745017,0.24038098691020593,0.23398486611071315,0.3051835759495481,0.21524228692759842,0.21538559671487822,-0.3826829439559878,0.2403809869102054,-0.2825529072478176,-0.004989523382283326
35,0.4220067974397543,0.23029434489196446,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3051835759495481,0.2384257602836104,0.2380978434134325,-0.35768086691979695,0.2403809869102054,-0.3431453627535874,0.11474398882942137
36,0.4220067974397543,0.23029434489196363,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.30518357594954953,0.26160923703103384,0.2623873294660531,-0.2303975656446436,0.2403809869102054,-0.18251383224255277,-0.4586071533562949
37,0.4220067974397543,0.23029434489196446,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3051835759495488,0.2916113839087894,0.29187242750853876,0.12992648575928328,0.2403809869102054,-0.14344862141301917,0.38239440494320315
38,0.35127337795240104,0.32767142487969003,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.23278108645192247,0.3331836192373768,0.3330476525282214,0.05598986222445153,0.2403809869102054,0.09972833438186725,0.034299697556488165
39,0.2869702693275336,0.40303806571316586,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.18078293490362649,0.39649491900020345,0.3966319063064655,-0.3251368410255816,0.2403809869102054,0.14823821256605071,-0.8346584936304989
40,0.2433118429453885,0.2940320699748403,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3051835759495481,0.4360372996130797,0.435725934477935,-0.1667559150070669,0.2403809869102054,-0.43490968934411883,0.3846930306603779
41,0.2433118429453885,0.2940320699748395,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3051835759495488,0.4478130347760519,0.44787067750424553,-0.3983408103826932,0.2403809869102054,-0.4070014916377956,0.6819087458590988
42,0.2433118429453885,0.2940320699748395,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.3051835759495488,0.4704553490846188,0.4707313702596529,-0.11902467702888438,0.2403809869102054,-0.2786369003591408,0.10470056942222475
43,0.24331184294538752,0.2940320699748395,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.30518357594954953,0.5003990500730539,0.501086733310441,0.2739625156581518,0.2403809869102054,-0.2189806485378113,0.028550425725854523
44,0.34861422684385396,0.10710946453157671,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.4106843463603773,0.5480119131771759,0.548025376487453,-0.2228211786639797,0.2403809869102054,0.15983618195812965,-0.5536735285101549
45,0.3773330588161628,0.06312767501551289,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.4355080570452782,0.595782492175336,0.5958157289156608,0.5333022420062767,0.2403809869102054,-0.24662851456813117,0.8633752416941647
46,0.3084610451047924,0.36975079735785754,0.34311022288310056,0.24038098691020593,0.23398486611071315,0.332334509511159,0.6481385138173575,0.648120928994883,-0.20189140962989569,0.2403809869102054,0.2030109493206119,-0.44663769771935063
