,_id,Power Limit (Watts),Memory Clock Limit (MHz),Total Memory Allocation (MB),GPU Clock Limit (MHz),GPU Info,Start Time,Category,Collect,GPU Utilization (%),Power Draw (Watts),GPU Temp (°C),GPU Current Clock (MHz),Memory Current Clock (MHz),Memory Allocation Used (MB),Memory Utilization (%),Current Time,Time Delta,Iteration,model,created_at,done,total_duration,load_duration,prompt_eval_count,prompt_eval_duration,eval_count,eval_duration,message,prompt_eval_rate,eval_rate
0,68755bb2c9327eb904ad10ef,250.0,877000000.0,17179869184.0,1380000000.0,Tesla V100-PCIE-16GB,15:34:09,Initial,True,,,,,,,,,,,,,,,,,,,,,,
1,68755bb2c9327eb904ad10f0,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:10,1,1,,,,,,,,,,,,
2,68755bb2c9327eb904ad10f1,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:10,1,2,,,,,,,,,,,,
3,68755bb3c9327eb904ad10f2,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:11,1,3,,,,,,,,,,,,
4,68755bb3c9327eb904ad10f3,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:11,1,4,,,,,,,,,,,,
5,68755bb3c9327eb904ad10f4,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:11,2,5,,,,,,,,,,,,
6,68755bb3c9327eb904ad10f5,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:11,2,6,,,,,,,,,,,,
7,68755bb3c9327eb904ad10f6,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:11,2,7,,,,,,,,,,,,
8,68755bb4c9327eb904ad10f7,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:12,2,8,,,,,,,,,,,,
9,68755bb4c9327eb904ad10f8,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:12,2,9,,,,,,,,,,,,
10,68755bb4c9327eb904ad10f9,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:12,3,10,,,,,,,,,,,,
11,68755bb4c9327eb904ad10fa,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:12,3,11,,,,,,,,,,,,
12,68755bb5c9327eb904ad10fb,,,,,,,Prompt 0,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:13,3,12,,,,,,,,,,,,
13,68755bb5c9327eb904ad10fc,,,,,,,,True,,,,,,,,15:34:12,,,llama3.1:8b,2025-07-14T19:34:10.619407493Z,True,2606602931,2424987387,22,93929861,8,86161640,"{'role': 'assistant', 'content': '14 + 27 = 41', 'thinking': None, 'images': None, 'tool_calls': None}",234.21731668483997 tokens/s,92.84874336189516 tokens/s
14,68755bb5c9327eb904ad10fd,,,,,,,Prompt 1,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:13,3,1,,,,,,,,,,,,
15,68755bb5c9327eb904ad10fe,,,,,,,Prompt 1,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:13,4,2,,,,,,,,,,,,
16,68755bb5c9327eb904ad10ff,,,,,,,Prompt 1,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:13,4,3,,,,,,,,,,,,
17,68755bb5c9327eb904ad1100,,,,,,,,True,,,,,,,,15:34:13,,,llama3.1:8b,2025-07-14T19:34:11.296874696Z,True,522210414,63330557,22,10472140,37,447547252,"{'role': 'assistant', 'content': 'To compute 25% of 360, multiply 0.25 by 360.\n\n0.25 * 360 = 90 \n\nTherefore, the answer is 90.', 'thinking': None, 'images': None, 'tool_calls': None}",2100.812250409181 tokens/s,82.67283473343726 tokens/s
18,68755bb5c9327eb904ad1101,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:13,4,1,,,,,,,,,,,,
19,68755bb6c9327eb904ad1102,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:14,4,2,,,,,,,,,,,,
20,68755bb6c9327eb904ad1103,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:14,4,3,,,,,,,,,,,,
21,68755bb6c9327eb904ad1104,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:14,5,4,,,,,,,,,,,,
22,68755bb6c9327eb904ad1105,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:14,5,5,,,,,,,,,,,,
23,68755bb7c9327eb904ad1106,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:15,5,6,,,,,,,,,,,,
24,68755bb7c9327eb904ad1107,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:15,5,7,,,,,,,,,,,,
25,68755bb7c9327eb904ad1108,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:15,6,8,,,,,,,,,,,,
26,68755bb7c9327eb904ad1109,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:15,6,9,,,,,,,,,,,,
27,68755bb7c9327eb904ad110a,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:15,6,10,,,,,,,,,,,,
28,68755bb8c9327eb904ad110b,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:16,6,11,,,,,,,,,,,,
29,68755bb8c9327eb904ad110c,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:16,6,12,,,,,,,,,,,,
30,68755bb8c9327eb904ad110d,,,,,,,Prompt 2,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:16,7,13,,,,,,,,,,,,
31,68755bb8c9327eb904ad110e,,,,,,,,True,,,,,,,,15:34:16,,,llama3.1:8b,2025-07-14T19:34:14.021448721Z,True,2582972253,54370238,35,9546069,208,2518480337,"{'role': 'assistant', 'content': ""To solve for x, I'll follow these steps:\n\n**Step 1: Subtract 3x from both sides**\n\nThe goal is to isolate the variable x on one side of the equation. Right now, we have a 4x term and a 3x term. To get rid of the 3x term, we can subtract it from both sides.\n\n4x + 7 = 3x + 15\n\nSubtracting 3x from both sides gives us:\n\n(4x - 3x) + 7 = (3x - 3x) + 15\n\nThis simplifies to:\n\nx + 7 = 15\n\n**Step 2: Subtract 7 from both sides**\n\nNow we have the term x + 7 on one side, but it's not isolated. To get rid of the +7, we can subtract 7 from both sides.\n\nx + 7 - 7 = 15 - 7\n\nThis simplifies to:\n\nx = 8"", 'thinking': None, 'images': None, 'tool_calls': None}",3666.4306532877563 tokens/s,82.58948737625184 tokens/s
32,68755bb8c9327eb904ad110f,,,,,,,Prompt 3,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:16,7,1,,,,,,,,,,,,
33,68755bb8c9327eb904ad1110,,,,,,,Prompt 3,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:16,7,2,,,,,,,,,,,,
34,68755bb9c9327eb904ad1111,,,,,,,Prompt 3,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:17,7,3,,,,,,,,,,,,
35,68755bb9c9327eb904ad1112,,,,,,,Prompt 3,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:17,7,4,,,,,,,,,,,,
36,68755bb9c9327eb904ad1113,,,,,,,Prompt 3,True,0.0,23.74,22.0,135000000.0,877000000.0,9437184.0,0.0,15:34:17,8,5,,,,,,,,,,,,
37,68755bb9c9327eb904ad1114,,,,,,,,True,,,,,,,,15:34:17,,,llama3.1:8b,2025-07-14T19:34:15.160151019Z,True,955865074,74397249,31,10899094,72,869615094,"{'role': 'assistant', 'content': 'Given: r = 5 and π ≈ 3.1416\nArea = πr2\n= 3.1416 × (52)\n= 3.1416 × 25\n= 78.539\nHence, the area of a circle with radius 5 units is approximately equal to 78.54 square units.', 'thinking': None, 'images': None, 'tool_calls': None}",2844.2731111411645 tokens/s,82.79525102171237 tokens/s
38,68755bb9c9327eb904ad1115,,,,,,,Prompt 4,True,0.0,23.74,22.0,135000000.0,877000000.0,6665797632.0,0.03,15:34:17,8,1,,,,,,,,,,,,
39,68755bbac9327eb904ad1116,,,,,,,Prompt 4,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:18,8,2,,,,,,,,,,,,
40,68755bbac9327eb904ad1117,,,,,,,Prompt 4,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:18,8,3,,,,,,,,,,,,
41,68755bbac9327eb904ad1118,,,,,,,Prompt 4,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:18,9,4,,,,,,,,,,,,
42,68755bbac9327eb904ad1119,,,,,,,Prompt 4,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:18,9,5,,,,,,,,,,,,
43,68755bbac9327eb904ad111a,,,,,,,Prompt 4,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:18,9,6,,,,,,,,,,,,
44,68755bbac9327eb904ad111b,,,,,,,,True,,,,,,,,15:34:18,,,llama3.1:8b,2025-07-14T19:34:16.451999323Z,True,1145166140,61387611,37,10378748,89,1072642875,"{'role': 'assistant', 'content': 'We have,\xa0\n∫₀² (4x³ − 2x + 1) dx\nUsing integration rules, we get,\n= [x⁴ − x² + x]ᵀ²⁰\n= [(22)⁴ − (2)² + 2] – [0⁴ − 0² + 0]\n= 144 – 4 + 2\xa0\n= 142', 'thinking': None, 'images': None, 'tool_calls': None}",3564.9772014890427 tokens/s,82.97262963686771 tokens/s
45,68755bbbc9327eb904ad111c,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:19,9,1,,,,,,,,,,,,
46,68755bbbc9327eb904ad111d,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:19,9,2,,,,,,,,,,,,
47,68755bbbc9327eb904ad111e,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:19,10,3,,,,,,,,,,,,
48,68755bbbc9327eb904ad111f,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:19,10,4,,,,,,,,,,,,
49,68755bbcc9327eb904ad1120,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:20,10,5,,,,,,,,,,,,
50,68755bbcc9327eb904ad1121,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:20,10,6,,,,,,,,,,,,
51,68755bbcc9327eb904ad1122,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:20,11,7,,,,,,,,,,,,
52,68755bbcc9327eb904ad1123,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:20,11,8,,,,,,,,,,,,
53,68755bbdc9327eb904ad1124,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:21,11,9,,,,,,,,,,,,
54,68755bbdc9327eb904ad1125,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:21,11,10,,,,,,,,,,,,
55,68755bbdc9327eb904ad1126,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:21,12,11,,,,,,,,,,,,
56,68755bbdc9327eb904ad1127,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:21,12,12,,,,,,,,,,,,
57,68755bbdc9327eb904ad1128,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:21,12,13,,,,,,,,,,,,
58,68755bbec9327eb904ad1129,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:22,12,14,,,,,,,,,,,,
59,68755bbec9327eb904ad112a,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:22,12,15,,,,,,,,,,,,
60,68755bbec9327eb904ad112b,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:22,13,16,,,,,,,,,,,,
61,68755bbec9327eb904ad112c,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:22,13,17,,,,,,,,,,,,
62,68755bbfc9327eb904ad112d,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:23,13,18,,,,,,,,,,,,
63,68755bbfc9327eb904ad112e,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:23,13,19,,,,,,,,,,,,
64,68755bbfc9327eb904ad112f,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:23,14,20,,,,,,,,,,,,
65,68755bbfc9327eb904ad1130,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:23,14,21,,,,,,,,,,,,
66,68755bbfc9327eb904ad1131,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:23,14,22,,,,,,,,,,,,
67,68755bc0c9327eb904ad1132,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:24,14,23,,,,,,,,,,,,
68,68755bc0c9327eb904ad1133,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:24,14,24,,,,,,,,,,,,
69,68755bc0c9327eb904ad1134,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:24,15,25,,,,,,,,,,,,
70,68755bc0c9327eb904ad1135,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:24,15,26,,,,,,,,,,,,
71,68755bc1c9327eb904ad1136,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:25,15,27,,,,,,,,,,,,
72,68755bc1c9327eb904ad1137,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:25,15,28,,,,,,,,,,,,
73,68755bc1c9327eb904ad1138,,,,,,,Prompt 5,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:25,16,29,,,,,,,,,,,,
74,68755bc1c9327eb904ad1139,,,,,,,,True,,,,,,,,15:34:25,,,llama3.1:8b,2025-07-14T19:34:23.04338487Z,True,6386830812,57909632,31,10431393,511,6317747799,"{'role': 'assistant', 'content': ""To compute the eigenvalues of the matrix [[2, 1], [1, 2]], we will use the characteristic equation.\n\nThe characteristic equation is found by setting the determinant of (A - λI) equal to zero.\n\nFirst, let's find A - λI:\n\n$$\\left[ \\begin{array}{cc} 2 & 1 \\\\ 1 & 2 \\\\ \\end{array} \\right] - \\lambda \\left[ \\begin{array}{cc} 1 & 0 \\\\ 0 & 1 \\\\ \\end{array} \\right]=\\left[ \\begin{array}{cc} 2-\\lambda & 1 \\\\ 1 & 2-\\lambda \\\\ \\end{array} \\right]$$\n\nThe determinant of (A - λI) is:\n\n$$(2-λ)^2-(1)(1)=(2-λ)^2-1$$\n\nNow we set this equal to zero:\n\n$$(2-λ)^2-1=0$$\n\nSimplifying gives us a quadratic equation in λ:\n\n$$(2-λ)^2=1$$\n\nExpanding the left-hand side, we get:\n\n$$4 - 4λ + λ^2 = 1$$\n\nSubtracting 1 from both sides and rearranging terms yields:\n\n$$λ^2 - 4λ + 3 = 0$$\n\nThis is a quadratic equation in λ, which we can solve using the quadratic formula. The roots of this equation are the eigenvalues of A.\n\nThe quadratic formula states that if we have an equation in the form $ax^2+bx+c=0$, the solutions are given by:\n\n$$x=\\frac{-b\\pm\\sqrt{b^2-4ac}}{2a}$$\n\nIn our case, a = 1, b = -4, and c = 3. Plugging these values into the formula gives us:\n\n$$λ=\\frac{-(-4)\\pm\\sqrt{(-4)^2-4(1)(3)}}{2(1)}=\\frac{4\\pm\\sqrt{16-12}}{2}=\\frac{4\\pm\\sqrt{4}}{2}=\\frac{4±2}{2}$$\n\nTherefore, the two solutions are:\n\n$$λ_1 = \\frac{4+2}{2}=3$$\n\nand\n\n$$λ_2 = \\frac{4-2}{2}=1$$"", 'thinking': None, 'images': None, 'tool_calls': None}",2971.7986849886684 tokens/s,80.88325401037427 tokens/s
75,68755bc1c9327eb904ad113a,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:25,16,1,,,,,,,,,,,,
76,68755bc1c9327eb904ad113b,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:25,16,2,,,,,,,,,,,,
77,68755bc2c9327eb904ad113c,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:26,16,3,,,,,,,,,,,,
78,68755bc2c9327eb904ad113d,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:26,16,4,,,,,,,,,,,,
79,68755bc2c9327eb904ad113e,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:26,17,5,,,,,,,,,,,,
80,68755bc2c9327eb904ad113f,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:26,17,6,,,,,,,,,,,,
81,68755bc2c9327eb904ad1140,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:26,17,7,,,,,,,,,,,,
82,68755bc3c9327eb904ad1141,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:27,17,8,,,,,,,,,,,,
83,68755bc3c9327eb904ad1142,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:27,17,9,,,,,,,,,,,,
84,68755bc3c9327eb904ad1143,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:27,18,10,,,,,,,,,,,,
85,68755bc3c9327eb904ad1144,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:27,18,11,,,,,,,,,,,,
86,68755bc4c9327eb904ad1145,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:28,18,12,,,,,,,,,,,,
87,68755bc4c9327eb904ad1146,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:28,18,13,,,,,,,,,,,,
88,68755bc4c9327eb904ad1147,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:28,19,14,,,,,,,,,,,,
89,68755bc4c9327eb904ad1148,,,,,,,Prompt 6,True,0.04,179.85,29.0,1380000000.0,877000000.0,6665797632.0,0.03,15:34:28,19,15,,,,,,,,,,,,
